date,race,class,distance,surface,condition,horse_number,horse_name,gear,horse_rating,horse_weight,hcp_weight,c_wt,bar,jockey,trainer,running_position,pl,time,lbw,,,,,,l100m_time_2,l100m_distance_2,off_rail_2,l100m_km_hr_2,,time_2,peak_km_hr_2,avg_km_hr_2,distance_traveled_2,margin_2,finish_3,no_3,horse_name_3,win_div_3,rating_3,c_weight_3,jockey_3,trainer_3,draw_3,running_pos_3,finish_time_3,lbw_3,h_weight_3
01/06/2018,6,C4,1700,P,GOOD,8,HOLY GRAIL,"WK, TT",51,542,53.5,53.5,10,D MOOR,RB MARSH,11-11-2002,2,1:47.77,4,,,HOLY GRAIL,,,6.43,101,9.8,56.5,,1:47.77,61.8,57.4,1722,4,2,8,HOLY GRAIL,$36,51,53.5,D MOOR,RB MARSH,10,11-11-2002,1:47.77,4L,542kg
01/06/2018,6,C4,1700,P,GOOD,7,CASEY,"B, EM",52,454,54,54,2,M KELLADY,DL FREEDMAN,7-7-2003,3,1:47.87,4.5,,,CASEY,,,6.72,101,7.7,54.1,,1:47.87,66.3,57.4,1724,1/2,3,7,CASEY,$25,52,54,M KELLADY,DL FREEDMAN,2,7-7-2003,1:47.87,4.5L,454kg
01/06/2018,6,C4,1700,P,GOOD,2,JACKS SECRET,"BP, TT",59,549,57.5,56.5,1,APP R ZAWARI,M WALKER,2-1-2004,4,1:48.00,5.3,,,JACKS SECRET,,,6.98,101,5.7,52.1,,1:48.00,66.7,56.9,1710,3/4,4,2,JACKS SECRET,$102,59,56.5,R ZAWARI,M WALKER,1,2-1-2004,1:48.00,5.25L,549kg
01/06/2018,6,C4,1700,P,GOOD,1,SACRED SEA,"BP1, TT",60,544,58,58,11,V DURIC,M WALKER,4-4-2005,5,1:48.13,6.1,,,SACRED SEA,,,6.92,101,6.8,52.5,,1:48.13,67.6,57.2,1722,3/4,5,1,SACRED SEA,$19,60,58,V DURIC,M WALKER,11,4-4-2005,1:48.13,6L,544kg
01/06/2018,6,C4,1700,P,GOOD,4,SOUTHERN MAN,"B, TT, EM",57,507,56.5,56.5,8,I SAIFUDIN,J O'HARA,5-5-2006,6,1:48.28,7.1,,,SOUTHERN MAN,,,7.01,100,8.6,51.3,,1:48.28,65.9,57.3,1726,1,6,4,SOUTHERN MAN,$299,57,56.5,I SAIFUDIN,J O'HARA,8,5-5-2006,1:48.28,7L,507kg
01/06/2018,6,C4,1700,P,GOOD,9,BIG BANKER,B,49,488,52.5,51.5,6,M ZAKI,HW TAN,3-3-2007,7,1:48.56,8.9,,,BIG BANKER,,,7.33,101,4,49.6,,1:48.56,65.9,57.1,1725,1 3/4,7,9,BIG BANKER,$78,49,51.5,M ZAKI,HW TAN,6,3-3-2007,1:48.56,8.75L,488kg
01/06/2018,6,C4,1700,P,GOOD,3,RED RIDING WOOD,BP1,57,452,56.5,56.5,5,A COLLETT,J SAIMEE,9-6-2008,8,1:48.57,9,,,RED RIDING WOOD,,,7.09,101,6.3,51.2,,1:48.57,62.1,57.1,1726,nose,8,3,RED RIDING WOOD,$34,57,56.5,MS A COLLETT,J SAIMEE,5,9-6-2008,1:48.57,8.85L,452kg
01/06/2018,6,C4,1700,P,GOOD,6,SMART RACER,B,56,541,56,55,9,APP S NOH,M YUSOF,1-2-2009,9,1:49.78,16.3,,,SMART RACER,,,7.82,101,1.8,46.5,,1:49.78,65.9,56.4,1724,7 1/4,9,6,SMART RACER,$20,56,55,S NOH,M YUSOF,9,1-2-2009,1:49.78,16.1L,541kg
01/06/2018,6,C4,1700,P,GOOD,5,WILDE RYKER,B,57,415,56.5,56.5,7,K A'ISISUHAIRI,T KIESER,6-8-2010,10,1:50.23,19.1,,,WILDE RYKER,,,7.61,101,3,47.7,,1:50.23,64.9,55.9,1716,2 3/4,10,5,WILDE RYKER,$219,57,56.5,K A'ISISUHAIRI,T KIESER,7,6-8-2010,1:50.23,18.85L,415kg
01/06/2018,6,C4,1700,P,GOOD,11,MILITARY ALLIANCE,,44,486,50,49.5,4,TH KOH,CT KUAH,10-9-2011,11,1:51.63,27.6,,,MILITARY ALLIANCE,,,8.62,101,4.3,42.1,,1:51.63,62.1,55.1,1713,8 1/2,11,11,MILITARY ALLIANCE,$335,44,49.5,TH KOH,CT KUAH,4,10-9-2011,1:51.63,27.35L,486kg
01/06/2018,7,C3,1400,T,GOOD,1,ROBIN HOOD,TT,72,508,57,55,2,APP S NOH,HW TAN,5-4-2001,1,1:21.94,0,,,ROBIN HOOD,,,5.88,100,2.5,61.2,,1:21.94,67.7,62.0,1413,-,1,1,ROBIN HOOD,$113,72,55,S NOH,HW TAN,2,5-4-2001,1:21.94,--,508kg
01/06/2018,7,C3,1400,T,GOOD,9,SOUTHERN SPUR,"B, SR",65,471,53.5,52.5,8,APP CC WONG,J SAIMEE,1-2-2002,2,1:22.23,1.8,,,SOUTHERN SPUR,,,5.94,101,1.2,61.2,,1:22.23,66.7,61.8,1416,1 3/4,2,9,SOUTHERN SPUR,$28,65,52.5,CC WONG,J SAIMEE,8,1-2-2002,1:22.23,1.75L,471kg
01/06/2018,7,C3,1400,T,GOOD,3,SUPERNOVA,"TT, SR",70,490,56,56,1,V DURIC,RB MARSH,4-3-2003,3,1:22.28,2.1,,,SUPERNOVA,,,5.85,101,3.9,62.1,,1:22.28,65.6,61.6,1412,neck,3,3,SUPERNOVA,$35,70,56,V DURIC,RB MARSH,1,4-3-2003,1:22.28,2.05L,490kg
01/06/2018,7,C3,1400,T,GOOD,10,LIM'S DASHING,EM,63,482,52.5,52.5,10,D MOOR,S GRAY,9-8-2004,4,1:22.38,2.9,,,LIM'S DASHING,,,6,101,7.2,60.6,,1:22.38,68.1,61.7,1415,3/4,4,10,LIM'S DASHING,$33,63,52.5,D MOOR,S GRAY,10,9-8-2004,1:22.38,2.8L,482kg
01/06/2018,7,C3,1400,T,GOOD,7,SATELLITE WINNER,,65,523,53.5,53.5,11,G BOSS,J O'HARA,7-6-2005,5,1:22.40,3,,,SATELLITE WINNER,,,5.94,100,5.1,60.6,,1:22.40,66.7,61.5,1411,short head,5,7,SATELLITE WINNER,$15,65,53.5,G BOSS,J O'HARA,11,7-6-2005,1:22.40,2.95L,523kg
01/06/2018,7,C3,1400,T,GOOD,6,PUSAKA,,66,516,54,50.5,3,APP Y RUZAILI,S GRAY,11-10-2006,6,1:22.56,4,,,PUSAKA,,,5.88,101,2.3,61.8,,1:22.56,67.8,61.3,1410,1,6,6,PUSAKA,$255,66,50.5,Y RUZAILI,S GRAY,3,11-10-2006,1:22.56,3.95L,516kg
01/06/2018,7,C3,1400,T,GOOD,2,OXBOW SUN,B,70,518,56,56,4,R WOODWORTH,D KOH,2-1-2007,7,1:22.69,4.8,,,OXBOW SUN,,,6.08,100,0.5,59.1,,1:22.69,66,61.5,1415,3/4,7,2,OXBOW SUN,$147,70,56,R WOODWORTH,D KOH,4,2-1-2007,1:22.69,4.7L,518kg
01/06/2018,7,C3,1400,T,GOOD,4,THE CAPITAL,WK,68,485,55,55,9,M RODD,DL FREEDMAN,8-7-2008,8,1:23.02,6.8,,,THE CAPITAL,,,6.17,101,6.1,58.9,,1:23.02,66.7,61.2,1414,2,8,4,THE CAPITAL,$31,68,55,M RODD,DL FREEDMAN,9,8-7-2008,1:23.02,6.7L,485kg
01/06/2018,7,C3,1400,T,GOOD,11,KINGS RYKER,B,62,491,52,50,6,APP N ZYRUL,DL FREEDMAN,6-9-2009,9,1:23.22,8.1,,,KINGS RYKER,,,6.11,100,4,58.8,,1:23.22,66.7,61.3,1419,1 1/4,9,11,KINGS RYKER,$425,62,50,N ZYRUL,DL FREEDMAN,6,6-9-2009,1:23.22,7.95L,491kg
01/06/2018,7,C3,1400,T,GOOD,8,SMART LAD,B,65,486,53.5,52.5,7,APP MM FIRDAUS,M YUSOF,10-11-2010,10,1:23.42,9.4,,,SMART LAD,,,6.11,101,7.9,59.4,,1:23.42,66.7,61.0,1417,1 1/4,10,8,SMART LAD,$195,65,52.5,MM FIRDAUS,M YUSOF,7,10-11-2010,1:23.42,9.2L,486kg
01/06/2018,7,C3,1400,T,GOOD,5,NIMITZ,"TT, EM",66,505,54,54,5,A COLLETT,S BURRIDGE,3-5-2011,11,1:23.60,10.4,,,NIMITZ,,,6.4,101,4.9,56.8,,1:23.60,65.7,61.0,1420,1,11,5,NIMITZ,$32,66,54,MS A COLLETT,S BURRIDGE,5,3-5-2011,1:23.60,10.2L,505kg
01/06/2018,8,C4,1100,P,GOOD,5,ARC TRIUMPH,,59,491,56,56,1,J POWELL,J PETERS,2-1-2001,1,1:05.36,0,,,ARC TRIUMPH,,,6.26,101,4.7,58.1,,1:05.36,68.2,61.1,1111,-,1,5,ARC TRIUMPH,$19,59,56,J POWELL,J PETERS,1,2-1-2001,1:05.36,--,491kg
01/06/2018,8,C4,1100,P,GOOD,9,SUN PRINCEPS,WK,58,503,55.5,54.5,3,APP CC WONG,D KOH,5-4-2002,2,1:05.62,1.5,,,SUN PRINCEPS,,,6.31,101,5.3,57.5,,1:05.62,67,60.8,1111,1 1/2,2,9,SUN PRINCEPS,$20,58,54.5,CC WONG,D KOH,3,5-4-2002,1:05.62,1.5L,503kg
01/06/2018,8,C4,1100,P,GOOD,7,COUNTRY BOSS,B,58,519,55.5,51.5,12,APP A SYAHIR,KS TAN,4-3-2003,3,1:06.07,4.3,,,COUNTRY BOSS,,,6.43,101,6.6,56.5,,1:06.07,67.9,61.1,1123,2 3/4,3,7,COUNTRY BOSS,$119,58,51.5,A SYAHIR,KS TAN,12,4-3-2003,1:06.07,4.25L,519kg
01/06/2018,8,C4,1100,P,GOOD,11,SAVAGE STORM,B,57,488,55,54,8,M ZAKI,ZL MOK,3-2-2004,4,1:06.21,5.1,,,SAVAGE STORM,,,6.6,101,6,55,,1:06.21,67.1,60.7,1118,3/4,4,11,SAVAGE STORM,$115,57,54,M ZAKI,ZL MOK,8,3-2-2004,1:06.21,5L,488kg
01/06/2018,8,C4,1100,P,GOOD,12,SOONBABY,TT,56,500,54.5,54.5,4,I SAIFUDIN,D MEAGHER,9-7-2005,5,1:06.23,5.2,,,SOONBABY,,,6.2,100,3.5,58,,1:06.23,67.4,60.3,1111,short head,5,12,SOONBABY,$69,56,54.5,I SAIFUDIN,D MEAGHER,4,9-7-2005,1:06.23,5.15L,500kg
01/06/2018,8,C4,1100,P,GOOD,2,SUPER SIX,"TT, EM",61,511,57,56,6,APP T SEE,L DRAGON,11-11-2006,6,1:06.39,6.2,,,SUPER SIX,,,6.31,101,11.4,57.5,,1:06.39,67.8,60.9,1125,1,6,2,SUPER SIX,$61,61,56,T SEE,MS L DRAGON,6,11-11-2006,1:06.39,6.15L,511kg
01/06/2018,8,C4,1100,P,GOOD,10,HOST THE NATION,,57,491,55,55,11,R WOODWORTH,ZL MOK,8-9-2007,7,1:06.41,6.3,,,HOST THE NATION,,,6.34,101,10.1,57.3,,1:06.41,67.4,60.7,1123,short head,7,10,HOST THE NATION,$234,57,55,R WOODWORTH,ZL MOK,11,8-9-2007,1:06.41,6.3L,491kg
01/06/2018,8,C4,1100,P,GOOD,4,LORD ASCOT,,60,461,56.5,56.5,10,V DURIC,S GRAY,6-8-2008,8,1:06.63,7.6,,,LORD ASCOT,,,6.52,101,4.5,55.7,,1:06.63,67.8,60.2,1116,1 1/4,8,4,LORD ASCOT,$27,60,56.5,V DURIC,S GRAY,10,6-8-2008,1:06.63,7.55L,461kg
01/06/2018,8,C4,1100,P,GOOD,8,SATTAR,,58,501,55.5,55.5,5,M RODD,M CLEMENTS,10-6-2009,9,1:06.67,7.9,,,SATTAR,,,6.57,101,6.6,55.3,,1:06.67,68.2,60.3,1120,neck,9,8,SATTAR,$28,58,55.5,M RODD,M CLEMENTS,5,10-6-2009,1:06.67,7.85L,501kg
01/06/2018,8,C4,1100,P,GOOD,6,HONGCHEN,BP1,59,476,56,54,9,APP I AMIRUL,J SAIMEE,7-12-2010,10,1:06.71,8.2,,,HONGCHEN,,,6.37,101,8.1,57,,1:06.71,66.7,60.1,1117,neck,10,6,HONGCHEN,$170,59,54,I AMIRUL,J SAIMEE,9,7-12-2010,1:06.71,8.15L,476kg
01/06/2018,8,C4,1100,P,GOOD,1,HERO I AM,,61,510,57,57,2,M KELLADY,S BAERTSCHIGER,12-10-2011,11,1:07.21,11.2,,,HERO I AM,,,6.55,101,2.2,55.5,,1:07.21,66,59.4,1110,3,11,1,HERO I AM,$70,61,57,M KELLADY,S BAERTSCHIGER,2,12-10-2011,1:07.21,11.15L,510kg
01/06/2018,8,C4,1100,P,GOOD,3,WHITE CHIN,TT,61,511,57,57,7,D MOOR,J PETERS,1-5-2012,12,1:07.59,13.5,,,WHITE CHIN,,,6.86,101,2.3,52.9,,1:07.59,68.1,59.3,1115,2 1/4,12,3,WHITE CHIN,$241,61,57,D MOOR,J PETERS,7,1-5-2012,1:07.59,13.4L,511kg
03/06/2018,1,C5,1800,T,GOOD,1,MURDOCH,"B, TT, SR",43,504,59,59,3,V DURIC,RB MARSH,4-1-2001,1,1:49.47,0,,,MURDOCH,,,6.46,101,0.5,56.2,,1:49.47,64.9,59.8,1820,-,1,1,MURDOCH,$17,43,59,V DURIC,RB MARSH,3,4-1-2001,1:49.47,--,504kg
03/06/2018,1,C5,1800,T,GOOD,4,DESTINY KNIGHT,,39,422,57,57,9,M RODD,S GRAY,6-5-2002,2,1:49.54,0.5,,,DESTINY KNIGHT,,,6.34,101,4.1,57.3,,1:49.54,64.9,59.7,1819,1/2,2,4,DESTINY KNIGHT,$18,39,57,M RODD,S GRAY,9,6-5-2002,1:49.54,0.5L,422kg
03/06/2018,1,C5,1800,T,GOOD,7,POWERFUL AS WIND,"B, TT",33,524,54,54,10,N JUGLALL,L KHOO,1-2-2003,3,1:49.72,1.5,,,POWERFUL AS WIND,,,6.52,100,0.5,55.2,,1:49.72,63.6,59.5,1814,1,3,7,POWERFUL AS WIND,$44,33,54,N JUGLALL,L KHOO,10,1-2-2003,1:49.72,1.5L,524kg
03/06/2018,1,C5,1800,T,GOOD,6,NICATOR,B,36,469,55.5,54.5,1,M ZAKI,KY YOUNG,5-4-2004,4,1:49.83,2.3,,,NICATOR,,,6.52,101,1.1,55.7,,1:49.83,64.9,59.4,1815,3/4,4,6,NICATOR,$251,36,54.5,M ZAKI,KY YOUNG,1,5-4-2004,1:49.83,2.25L,469kg
03/06/2018,1,C5,1800,T,GOOD,3,DARCI'S BOY,"B, TT",39,486,57,57,7,D MOOR,RB MARSH,2-3-2005,5,1:50.11,4.1,,,DARCI'S BOY,,,6.69,101,0.9,54.3,,1:50.11,64.6,59.3,1817,1 3/4,5,3,DARCI'S BOY,$64,39,57,D MOOR,RB MARSH,7,2-3-2005,1:50.11,4L,486kg
03/06/2018,1,C5,1800,T,GOOD,5,BAYMAX,,38,438,56.5,56.5,2,G BOSS,J O'HARA,3-6-2006,6,1:50.21,4.6,,,BAYMAX,,,6.6,101,3.4,55,,1:50.21,63.3,59.2,1814,1/2,6,5,BAYMAX,$23,38,56.5,G BOSS,J O'HARA,2,3-6-2006,1:50.21,4.5L,438kg
03/06/2018,1,C5,1800,T,GOOD,11,SHABBAT,"B, TT",22,495,50,47,8,APP CK NG,D KOH,7-8-2007,7,1:52.19,16.6,,,SHABBAT,,,7.07,101,1.1,51.4,,1:52.19,63,58.1,1813,12,7,11,SHABBAT,$161,22,47,CK NG,D KOH,8,7-8-2007,1:52.19,16.5L,495kg
03/06/2018,1,C5,1800,T,GOOD,8,DRAGON,BP,30,466,52.5,52.5,4,O PLACAIS,M YUSOF,9-9-2008,8,1:52.56,18.9,,,DRAGON,,,6.83,101,1.2,53.2,,1:52.56,62.7,58.0,1817,2 1/4,8,8,DRAGON,$36,30,52.5,O PLACAIS,M YUSOF,4,9-9-2008,1:52.56,18.75L,466kg
03/06/2018,1,C5,1800,T,GOOD,9,MOON RIVER,B,29,469,52,51,6,APP CC WONG,H TAKAOKA,8-7-2009,9,1:53.33,23.7,,,MOON RIVER,,,7.41,101,2.3,49,,1:53.33,63.6,57.6,1817,4 3/4,9,9,MOON RIVER,$49,29,51,CC WONG,H TAKAOKA,6,8-7-2009,1:53.33,23.5L,469kg
03/06/2018,2,RM,1100,P,GOOD,6,TRIPLE TRIO,TT,0,466,57,57,4,G BOSS,M CLEMENTS,8-3-2001,1,1:06.60,0,,,TRIPLE TRIO,,,6.55,101,2.8,55.5,,1:06.60,69.7,60.3,1113,-,1,6,TRIPLE TRIO,$7,--,57,G BOSS,M CLEMENTS,4,8-3-2001,1:06.60,--,466kg
03/06/2018,2,RM,1100,P,GOOD,3,CONATUS G,TT,49,506,57,56,2,APP CC WONG,KS TAN,1-2-2002,2,1:06.72,0.8,,,CONATUS G,,,6.55,100,1.8,55,,1:06.72,68.1,60.4,1117,3/4,2,3,CONATUS G,$39,49,56,CC WONG,KS TAN,2,1-2-2002,1:06.72,0.75L,506kg
03/06/2018,2,RM,1100,P,GOOD,10,GAMELY,,0,483,49.5,50.5,1,B VORSTER,R LE GRANGE,3-1-2003,3,1:07.36,4.6,,,GAMELY,,,7.07,101,0.5,51.4,,1:07.36,67.7,59.3,1112,3 3/4,3,10,GAMELY,$42,--,50.5,B VORSTER,R LE GRANGE,1,3-1-2003,1:07.36,4.5L,483kg
03/06/2018,2,RM,1100,P,GOOD,5,SMOOTH OPERATOR,P,0,491,57,57,3,N JUGLALL,L KHOO,6-5-2004,4,1:07.63,6.4,,,SMOOTH OPERATOR,,,6.55,101,4.7,55.5,,1:07.63,67.8,59.6,1117,1 3/4,4,5,SMOOTH OPERATOR,$30,--,57,N JUGLALL,L KHOO,3,6-5-2004,1:07.63,6.25L,491kg
03/06/2018,2,RM,1100,P,GOOD,8,NORMAN,,49,509,54.5,54.5,7,D MOOR,ZL MOK,9-9-2005,5,1:08.22,9.9,,,NORMAN,,,6.57,101,1.9,55.3,,1:08.22,68.1,59.0,1115,3 1/2,5,8,NORMAN,$568,49,54.5,D MOOR,ZL MOK,7,9-9-2005,1:08.22,9.75L,509kg
03/06/2018,2,RM,1100,P,GOOD,7,ANTHEIA,,46,403,55.5,54.5,6,Z ZURIMAN,D KOK,10-10-2006,6,1:08.54,11.9,,,ANTHEIA,,,6.49,100,7.1,55.4,,1:08.54,67.4,59.1,1122,2,6,7,ANTHEIA,$350,46,54.5,Z ZURIMAN,D KOK,6,10-10-2006,1:08.54,11.75L,403kg
03/06/2018,2,RM,1100,P,GOOD,2,BOUNCEBACK ABILITY,BB,49,494,57,56,8,M ZAKI,H TAKAOKA,7-7-2007,7,1:08.74,13.2,,,BOUNCEBACK ABILITY,,,6.92,101,3.6,52.5,,1:08.74,68.5,58.8,1120,1 1/4,7,2,BOUNCEBACK ABILITY,$503,49,56,M ZAKI,H TAKAOKA,8,7-7-2007,1:08.74,13L,494kg
03/06/2018,2,RM,1100,P,GOOD,9,DAVID'S STAR,"EM, SR",0,444,54.5,54.5,5,R WOODWORTH,D KOK,5-6-2008,8,1:08.92,14.2,,,DAVID'S STAR,,,6.98,101,6,52.1,,1:08.92,68.8,58.7,1122,1,8,9,DAVID'S STAR,$110,--,54.5,R WOODWORTH,D KOK,5,5-6-2008,1:08.92,14L,444kg
03/06/2018,2,RM,1100,P,GOOD,11,MR O'REILLY,"BB, TT",0,464,49.5,49.5,10,A COLLETT,S BAERTSCHIGER,2-4-2009,9,1:09.16,15.7,,,MR O'REILLY,,,7.27,100,2.2,49.5,,1:09.16,70.4,58.5,1122,1 1/2,9,11,MR O'REILLY,$87,--,49.5,MS A COLLETT,S BAERTSCHIGER,10,2-4-2009,1:09.16,15.5L,464kg
03/06/2018,2,RM,1100,P,GOOD,4,RAIDEN HERO,"BB, TT",0,502,57,54,9,APP P DELLORTO,D KOH,4-8-2010,10,1:10.35,23,,,RAIDEN HERO,,,7.67,101,4.8,47.4,,1:10.35,69.2,57.8,1127,7 1/4,10,4,RAIDEN HERO,$233,--,54,P DELLORTO,D KOH,9,4-8-2010,1:10.35,22.75L,502kg
03/06/2018,3,2YO,1100,P,GOOD,1,PENNYWISE,WK,54,525,57,57,5,N JUGLALL,R LE GRANGE,2-1-2001,1,1:05.72,0,,,PENNYWISE,,,6.6,101,1.7,55,,1:05.72,69.6,60.8,1114,-,1,1,PENNYWISE,$10,54,57,N JUGLALL,R LE GRANGE,5,2-1-2001,1:05.72,--,525kg
03/06/2018,3,2YO,1100,P,GOOD,2,AUTUMN ASSAULT,,0,525,55,55,7,R WOODWORTH,D KOK,3-2-2002,2,1:05.77,0.3,,,AUTUMN ASSAULT,,,6.69,101,4.5,54.3,,1:05.77,69.7,61.1,1119,neck,2,2,AUTUMN ASSAULT,$18,--,55,R WOODWORTH,D KOK,7,3-2-2002,1:05.77,0.3L,525kg
03/06/2018,3,2YO,1100,P,GOOD,9,MY BIG BOSS,,0,573,55,55,10,D MOOR,DL FREEDMAN,11-6-2003,3,1:06.24,3.1,,,MY BIG BOSS,,,6.63,101,5.1,54.8,,1:06.24,71.2,60.4,1114,2 3/4,3,9,MY BIG BOSS,$63,--,55,D MOOR,DL FREEDMAN,10,11-6-2003,1:06.24,3.05L,573kg
03/06/2018,3,2YO,1100,P,GOOD,8,LIM'S DREAM,BB,0,506,55,55,3,A COLLETT,D MEAGHER,9-4-2004,4,1:06.54,4.9,,,LIM'S DREAM,,,6.78,101,3.7,53.6,,1:06.54,69.6,60.2,1117,1 3/4,4,8,LIM'S DREAM,$63,--,55,MS A COLLETT,D MEAGHER,3,9-4-2004,1:06.54,4.8L,506kg
03/06/2018,3,2YO,1100,P,GOOD,3,BOLD THRUSTER,,0,538,55,55,1,J POWELL,S BAERTSCHIGER,7-5-2005,5,1:06.76,6.2,,,BOLD THRUSTER,,,6.66,101,2.2,54.5,,1:06.76,70,59.8,1112,1 1/4,5,3,BOLD THRUSTER,$25,--,55,J POWELL,S BAERTSCHIGER,1,7-5-2005,1:06.76,6.05L,538kg
03/06/2018,3,2YO,1100,P,GOOD,6,JUMPIN JACK,,0,513,55,55,4,B VORSTER,R LE GRANGE,10-8-2006,6,1:06.96,7.5,,,JUMPIN JACK,,,6.63,101,4.7,54.8,,1:06.96,68.5,59.9,1118,1 1/4,6,6,JUMPIN JACK,$584,--,55,B VORSTER,R LE GRANGE,4,10-8-2006,1:06.96,7.3L,513kg
03/06/2018,3,2YO,1100,P,GOOD,4,GIANT KILLING,,0,443,55,55,6,APP CC WONG,H TAKAOKA,8-7-2007,7,1:07.33,9.8,,,GIANT KILLING,,,6.89,101,5.3,52.7,,1:07.33,67.8,59.5,1117,2 1/4,7,4,GIANT KILLING,$364,--,55,CC WONG,H TAKAOKA,6,8-7-2007,1:07.33,9.55L,443kg
03/06/2018,3,2YO,1100,P,GOOD,11,SCOOBY DOOBY DOO,,0,452,53.5,53.5,11,K A'ISISUHAIRI,J SAIMEE,5-10-2008,8,1:08.70,18.1,,,SCOOBY DOOBY DOO,,,7.3,101,5.4,49.8,,1:08.70,68.9,58.8,1125,8 1/4,8,11,SCOOBY DOOBY DOO,$207,--,53.5,K A'ISISUHAIRI,J SAIMEE,11,5-10-2008,1:08.70,17.8L,452kg
03/06/2018,3,2YO,1100,P,GOOD,5,GOOD LUCK CHARM,,0,458,55,55,2,V DURIC,HW TAN,1-3-2009,9,1:09.47,22.9,,,GOOD LUCK CHARM,,,8.02,101,3.2,45.3,,1:09.47,69.7,57.4,1110,4 3/4,9,5,GOOD LUCK CHARM,$54,--,55,V DURIC,HW TAN,2,1-3-2009,1:09.47,22.55L,458kg
03/06/2018,3,2YO,1100,P,GOOD,7,LEGENDARY ERA,,0,495,55,55,8,O PLACAIS,ZL MOK,6-11-2010,10,1:10.62,29.9,,,LEGENDARY ERA,,,8.02,101,8.4,45.3,,1:10.62,69.2,57.1,1124,7,10,7,LEGENDARY ERA,$645,--,55,O PLACAIS,ZL MOK,8,6-11-2010,1:10.62,29.55L,495kg
03/06/2018,3,2YO,1100,P,GOOD,10,MY WIN,WK,0,505,55,55,9,M ZAKI,HW TAN,4-9-2011,11,1:11.05,32.4,,,MY WIN,,,8.36,101,4.1,43.4,,1:11.05,70.4,56.7,1123,2 1/2,11,10,MY WIN,$395,--,55,M ZAKI,HW TAN,9,4-9-2011,1:11.05,32.05L,505kg
03/06/2018,4,C4,1400,T,GOOD,4,GALILEO'S APPROACH,"B, TT",56,502,56,56,7,M KELLADY,S BAERTSCHIGER,1-1-2001,1,1:22.95,0,,,GALILEO'S APPROACH,,,6.06,101,0.6,60,,1:22.95,65.3,61.4,1416,-,1,4,GALILEO'S APPROACH,$18,56,56,M KELLADY,S BAERTSCHIGER,7,1-1-2001,1:22.95,--,502kg
03/06/2018,4,C4,1400,T,GOOD,2,MOMENT OF JUSTICE,"B, TT",57,493,56.5,56.5,8,V DURIC,M WALKER,10-8-2002,2,1:23.61,4,,,MOMENT OF JUSTICE,,,5.91,100,3.9,60.9,,1:23.61,66,61.3,1424,4,2,2,MOMENT OF JUSTICE,$24,57,56.5,V DURIC,M WALKER,8,10-8-2002,1:23.61,4L,493kg
03/06/2018,4,C4,1400,T,GOOD,6,ROCK EAGLE,TT,55,492,55.5,55.5,6,D MOOR,S BURRIDGE,7-5-2003,3,1:23.62,4.1,,,ROCK EAGLE,,,6.23,101,4.3,58.3,,1:23.62,67,61.2,1422,short head,3,6,ROCK EAGLE,$21,55,55.5,D MOOR,S BURRIDGE,6,7-5-2003,1:23.62,4.15L,492kg
03/06/2018,4,C4,1400,T,GOOD,5,GOL GOAL,,56,483,56,56,12,J POWELL,S BAERTSCHIGER,11-10-2004,4,1:23.85,5.6,,,GOL GOAL,,,6.08,101,7.1,59.7,,1:23.85,66,61.0,1423,1 1/2,4,5,GOL GOAL,$56,56,56,J POWELL,S BAERTSCHIGER,12,11-10-2004,1:23.85,5.65L,483kg
03/06/2018,4,C4,1400,T,GOOD,1,COPACABANA,B,58,508,57,57,2,M RODD,C BROWN,2-2-2005,5,1:23.85,5.7,,,COPACABANA,,,6.29,101,0.9,57.8,,1:23.85,65.3,60.7,1416,nose,5,1,COPACABANA,$43,58,57,M RODD,C BROWN,2,2-2-2005,1:23.85,5.75L,508kg
03/06/2018,4,C4,1400,T,GOOD,12,SATELLITE STAR,B,50,456,53,49.5,3,APP N NURSHAHRIL,CT KUAH,5-7-2006,6,1:24.10,7.2,,,SATELLITE STAR,,,6.2,101,5.9,58.6,,1:24.10,64.3,60.7,1420,1 1/2,6,12,SATELLITE STAR,$423,50,49.5,N NURSHAHRIL,CT KUAH,3,5-7-2006,1:24.10,7.25L,456kg
03/06/2018,4,C4,1400,T,GOOD,3,MUSCLE BEACH,TT,57,517,56.5,56.5,1,I AZHAR,D KOH,4-3-2007,7,1:24.36,8.7,,,MUSCLE BEACH,,,6.55,101,2.9,55.5,,1:24.36,65.3,60.4,1416,1 1/2,7,3,MUSCLE BEACH,$115,57,56.5,I AZHAR,D KOH,1,4-3-2007,1:24.36,8.75L,517kg
03/06/2018,4,C4,1400,T,GOOD,10,MILITARY MIGHT,VIS,51,478,53.5,52.5,10,M ZAKI,HW TAN,3-4-2008,8,1:24.52,9.7,,,MILITARY MIGHT,,,6.46,101,4.1,56.2,,1:24.52,64.6,60.4,1420,1,8,10,MILITARY MIGHT,$183,51,52.5,M ZAKI,HW TAN,10,3-4-2008,1:24.52,9.75L,478kg
03/06/2018,4,C4,1400,T,GOOD,9,REFRESH,"B, TT, EM",54,435,55,55,9,R WOODWORTH,D KOK,9-12-2009,9,1:24.98,12.5,,,REFRESH,,,6.31,101,6.7,57.5,,1:24.98,64.6,60.4,1427,2 3/4,9,9,REFRESH,$99,54,55,R WOODWORTH,D KOK,9,9-12-2009,1:24.98,12.5L,435kg
